year,port,mode,species,month,estimateType,estimate
2012,FRANKFORT-ELBERTA,Pier/Dock,White Perch,10,Harvest,0
2012,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,10,Catch,0
2012,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,10,Harvest,0
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,35
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,35
2013,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,1472
2013,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,107
2013,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,86
2013,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,164
2013,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,10
2013,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,10
2013,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,116
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Catch,14
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Harvest,14
2013,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Catch,1
2013,FRANKFORT-ELBERTA,Pier/Dock,Drum,7,Catch,4
2013,FRANKFORT-ELBERTA,Pier/Dock,Drum,7,Harvest,4
2013,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,199
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Catch,4
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Harvest,4
2013,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,173
2013,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,173
2013,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Catch,8
2013,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Harvest,8
2013,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2163
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,Catch,123
2013,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,Harvest,123
2013,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,421
2013,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,421
2013,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,287
2013,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,287
2013,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,2988
2013,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,1466
2013,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,133
2013,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,124
2014,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,Catch,2
2014,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,Harvest,2
2014,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,330
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,5
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,5
2014,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,447
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,9
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,9
2014,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,621
2014,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Catch,4
2014,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Harvest,4
2014,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,332
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Catch,4
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Harvest,4
2014,FRANKFORT-ELBERTA,Pier/Dock,Walleye,7,Catch,4
2014,FRANKFORT-ELBERTA,Pier/Dock,Walleye,7,Harvest,4
2014,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Catch,8
2014,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Harvest,8
2014,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,97
2014,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,97
2014,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Catch,68
2014,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Harvest,68
2014,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,8,Catch,68
2014,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,8,Harvest,68
2014,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,2524
2014,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,8,Catch,64
2014,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,90
2014,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,90
2014,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,78
2014,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,78
2014,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,2712
2014,FRANKFORT-ELBERTA,Pier/Dock,Walleye,9,Catch,28
2014,FRANKFORT-ELBERTA,Pier/Dock,Walleye,9,Harvest,28
2014,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,36
2014,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,36
2014,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,1788
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,180
2014,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,175
2015,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,109
2015,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,86
2015,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,1095
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,25
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,25
2015,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,43
2015,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,43
2015,FRANKFORT-ELBERTA,Pier/Dock,Drum,5,Catch,11
2015,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,515
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,15
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,15
2015,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,40
2015,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,31
2015,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,6,Catch,4
2015,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,6,Harvest,4
2015,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,532
2015,FRANKFORT-ELBERTA,Pier/Dock,Other,6,Catch,81
2015,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,48
2015,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,119
2015,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,32
2015,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,32
2015,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,11
2015,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,11
2015,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,918
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Catch,16
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Harvest,13
2015,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,39
2015,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,39
2015,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,8
2015,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,1547
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,15
2015,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,15
2016,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,4
2016,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,4
2016,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,4,Catch,4
2016,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,4,Harvest,4
2016,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,424
2016,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,27
2016,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,27
2016,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,400
2016,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,23
2016,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,23
2016,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,1346
2016,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Catch,45
2016,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Harvest,45
2016,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,281
2016,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Catch,61
2016,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Harvest,61
2016,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,3
2016,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,3
2016,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,8,Catch,3
2016,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,8,Harvest,3
2016,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,124
2016,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,40
2016,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,40
2016,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,1182
2016,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,3
2016,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,1490
2016,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,162
2016,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,119
2017,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,13
2017,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,13
2017,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,296
2017,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,11
2017,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,11
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Catch,13
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Harvest,13
2017,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Catch,13
2017,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Harvest,13
2017,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,679
2017,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,344
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Catch,14
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Harvest,7
2017,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,372
2017,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Catch,14
2017,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Harvest,14
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,43
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,43
2017,FRANKFORT-ELBERTA,Pier/Dock,Drum,8,Catch,43
2017,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,1372
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,115
2017,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,115
2017,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,33
2017,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,33
2017,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,1560
2017,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,12
2017,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,12
2017,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,5
2017,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,1614
2017,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,223
2017,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,136
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,60
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,60
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,613
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,24
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,24
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,4,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,4,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,160
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,5,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,5,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,20
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,6,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,6,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Catch,38
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,Harvest,38
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,7,Catch,11
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,7,Catch,7
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,7,Harvest,7
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,,7,Angler Hours,333
