year,port,mode,species,month,month_name,estimate_type,estimate,source,source_last_refreshed
2013,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Catch,58,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Harvest,58,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Coho Salmon,9,September,Catch,16,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Coho Salmon,9,September,Harvest,16,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,,9,September,Angler Hours,1600,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Steelhead,9,September,Catch,2,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Steelhead,9,September,Harvest,2,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Chinook Salmon,10,October,Catch,13,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Coho Salmon,10,October,Catch,14,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Coho Salmon,10,October,Harvest,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,,10,October,Angler Hours,2068,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Steelhead,10,October,Catch,389,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2013,MANISTEE,Pier/Dock,Steelhead,10,October,Harvest,237,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,4,April,Catch,135,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,4,April,Harvest,129,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,,4,April,Angler Hours,1802,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,4,April,Catch,30,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,4,April,Harvest,30,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,5,May,Catch,43,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,5,May,Harvest,43,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,,5,May,Angler Hours,3088,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,5,May,Catch,54,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,5,May,Harvest,54,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,6,June,Catch,241,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,6,June,Harvest,235,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,6,June,Catch,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,6,June,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,,6,June,Angler Hours,1876,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,6,June,Catch,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,6,June,Harvest,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,,7,July,Angler Hours,1682,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,8,August,Catch,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,8,August,Harvest,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Coho Salmon,8,August,Catch,28,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Coho Salmon,8,August,Harvest,28,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,,8,August,Angler Hours,3113,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,9,September,Catch,12,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Catch,62,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Harvest,31,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Coho Salmon,9,September,Catch,24,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Coho Salmon,9,September,Harvest,24,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,,9,September,Angler Hours,2564,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,9,September,Catch,24,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,9,September,Harvest,24,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,10,October,Catch,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Brown Trout,10,October,Harvest,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,10,October,Catch,214,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Chinook Salmon,10,October,Harvest,24,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Coho Salmon,10,October,Catch,85,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Coho Salmon,10,October,Harvest,42,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,,10,October,Angler Hours,2766,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,10,October,Catch,450,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2014,MANISTEE,Pier/Dock,Steelhead,10,October,Harvest,386,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,4,April,Catch,404,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,4,April,Harvest,328,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,,4,April,Angler Hours,4804,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Steelhead,4,April,Catch,261,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Steelhead,4,April,Harvest,243,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,5,May,Catch,55,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,5,May,Harvest,44,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Coho Salmon,5,May,Catch,132,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,,5,May,Angler Hours,1366,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Steelhead,5,May,Catch,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,6,June,Catch,218,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,6,June,Harvest,218,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,6,June,Catch,46,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,6,June,Harvest,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,,6,June,Angler Hours,988,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Steelhead,6,June,Catch,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Steelhead,6,June,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,7,July,Catch,91,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,7,July,Harvest,91,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,7,July,Catch,13,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,7,July,Harvest,13,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,,7,July,Angler Hours,1579,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,,8,August,Angler Hours,1390,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Catch,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Harvest,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,,9,September,Angler Hours,1308,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Brown Trout,10,October,Catch,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,10,October,Catch,232,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Chinook Salmon,10,October,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Coho Salmon,10,October,Catch,177,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Coho Salmon,10,October,Harvest,30,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,,10,October,Angler Hours,1688,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Steelhead,10,October,Catch,76,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2015,MANISTEE,Pier/Dock,Steelhead,10,October,Harvest,58,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Brown Trout,4,April,Catch,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Brown Trout,4,April,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,,4,April,Angler Hours,1023,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Steelhead,4,April,Catch,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Steelhead,4,April,Harvest,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Brown Trout,5,May,Catch,1,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Brown Trout,5,May,Harvest,1,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,,5,May,Angler Hours,204,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Steelhead,5,May,Catch,1,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Steelhead,5,May,Harvest,1,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,,6,June,Angler Hours,504,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,,7,July,Angler Hours,456,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,,8,August,Angler Hours,28,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,,9,September,Angler Hours,673,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,,10,October,Angler Hours,615,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Steelhead,10,October,Catch,78,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2016,MANISTEE,Pier/Dock,Steelhead,10,October,Harvest,78,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Brown Trout,4,April,Catch,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Brown Trout,4,April,Harvest,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,,4,April,Angler Hours,1881,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,4,April,Catch,14,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,4,April,Harvest,14,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Chinook Salmon,5,May,Catch,47,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Chinook Salmon,5,May,Harvest,47,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,,5,May,Angler Hours,1142,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,,6,June,Angler Hours,709,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,6,June,Catch,32,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,6,June,Harvest,32,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,,7,July,Angler Hours,645,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Chinook Salmon,8,August,Catch,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Chinook Salmon,8,August,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,,8,August,Angler Hours,479,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Catch,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Coho Salmon,9,September,Catch,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Coho Salmon,9,September,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,,9,September,Angler Hours,1220,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,9,September,Catch,30,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,9,September,Harvest,23,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,,10,October,Angler Hours,1156,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,10,October,Catch,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2017,MANISTEE,Pier/Dock,Steelhead,10,October,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,4,April,Catch,39,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,4,April,Harvest,39,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,,4,April,Angler Hours,1501,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,5,May,Catch,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,,5,May,Angler Hours,2351,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,5,May,Catch,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,5,May,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,,6,June,Angler Hours,452,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,,7,July,Angler Hours,1065,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,8,August,Catch,38,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,8,August,Harvest,38,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,,8,August,Angler Hours,462,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,9,September,Catch,163,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,9,September,Harvest,163,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,,9,September,Angler Hours,1781,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Brown Trout,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,10,October,Catch,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Coho Salmon,10,October,Harvest,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,,10,October,Angler Hours,1418,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,10,October,Catch,271,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,MANISTEE,Pier/Dock,Steelhead,10,October,Harvest,142,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Brown Trout,4,April,Catch,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Brown Trout,4,April,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Chinook Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Chinook Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Coho Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Coho Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,,4,April,Angler Hours,800,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Steelhead,4,April,Catch,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Steelhead,4,April,Harvest,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Brown Trout,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Brown Trout,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Chinook Salmon,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Chinook Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Coho Salmon,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,MANISTEE,Pier/Dock,Coho Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
