year,port,mode,species,month,month_name,estimate_type,estimate,source,source_last_refreshed
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Catch,38,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Harvest,38,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,333,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Catch,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Catch,94,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Harvest,94,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,1349,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Catch,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Harvest,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,42,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,42,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,204,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,156,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,1318,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Catch,23,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,52,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,1535,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,136,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,132,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,2168,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Catch,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Harvest,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,,5,May,Angler Hours,36,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,,6,June,Angler Hours,594,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,June,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Catch,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Harvest,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,119,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Catch,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Harvest,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,55,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,55,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,500,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,20,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,20,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,860,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,23,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,1622,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,176,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,106,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Catch,107,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Harvest,107,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,51,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,51,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,1343,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,86,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,85,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,852,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,1272,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,293,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2020,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,193,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Catch,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,223,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,54,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,31,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,31,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,746,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Catch,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,3193,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,294,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2021,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,260,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Catch,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,April,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,,4,April,Angler Hours,652,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Catch,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,April,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
