date,pair_key,city_id,species_id,legal_status,access_status,product_availability,winning_mode,fishery_strength,seasonal_availability,seasonal_potential,score_t0,score_t0_25,score_t0_5,score_t0_75,score_t1,user_facing_score
2026-12-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.399,3.472,1.742,2.174,2.607,3.039,3.472,
2026-01-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_pier,3.8,0.798,3.234,1.67,2.061,2.452,2.843,3.234,
2026-02-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_pier,3.8,0.904,3.532,1.759,2.202,2.645,3.088,3.532,
2026-03-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_pier,3.8,1,3.8,1.84,2.33,2.82,3.31,3.8,
2026-04-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_pier,3.8,0.742,3.077,1.623,1.986,2.35,2.713,3.077,
2026-05-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_pier,3.8,0.492,2.377,1.413,1.654,1.895,2.136,2.377,
2026-06-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_pier,3.8,0.073,1.203,1.061,1.097,1.132,1.168,1.203,
2026-07-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_nearshore,3.41,0.082,1.196,1.059,1.093,1.128,1.162,1.196,
2026-08-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_nearshore,3.41,0.166,1.399,1.12,1.19,1.26,1.33,1.399,
2026-09-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_nearshore,3.41,0.25,1.603,1.181,1.286,1.392,1.497,1.603,
2026-10-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_nearshore,3.41,0.652,2.571,1.471,1.746,2.021,2.296,2.571,
2026-11-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_nearshore,3.41,0.941,3.268,1.68,2.077,2.474,2.871,3.268,
2026-12-15,holland_mi/lake_trout,holland_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_pier,3.8,0.672,2.881,1.564,1.894,2.223,2.552,2.881,
2026-01-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.023,1.082,1.024,1.039,1.053,1.067,1.082,
2026-02-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.075,1.262,1.079,1.125,1.171,1.217,1.262,
2026-03-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.122,1.426,1.128,1.202,1.277,1.351,1.426,
2026-04-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.234,1.819,1.246,1.389,1.532,1.676,1.819,
2026-05-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.414,2.449,1.435,1.688,1.942,2.195,2.449,
2026-06-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.6,3.1,1.63,1.998,2.365,2.732,3.1,
2026-07-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.797,3.789,1.837,2.325,2.813,3.301,3.789,
2026-08-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,1,4.5,2.05,2.662,3.275,3.887,4.5,
2026-09-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.619,3.166,1.65,2.029,2.408,2.787,3.166,
2026-10-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0.25,1.875,1.262,1.416,1.569,1.722,1.875,
2026-11-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0,1,1,1,1,1,1,
2026-12-15,holland_mi/walleye,holland_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,4.5,0,1,1,1,1,1,1,
2026-01-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-02-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-03-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-04-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.108,1.452,1.136,1.215,1.294,1.373,1.452,
2026-05-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.363,2.526,1.458,1.725,1.992,2.259,2.526,
2026-06-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.757,4.178,1.953,2.509,3.065,3.622,4.178,
2026-07-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.97,5.074,2.222,2.935,3.648,4.361,5.074,
2026-08-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.883,4.707,2.112,2.761,3.409,4.058,4.707,
2026-09-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.743,4.119,1.936,2.481,3.027,3.573,4.119,
2026-10-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.313,2.314,1.394,1.624,1.854,2.084,2.314,
2026-11-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-12-15,holland_mi/smallmouth_bass,holland_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-01-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0,1,1,1,1,1,1,
2026-02-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0,1,1,1,1,1,1,
2026-03-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0,1,1,1,1,1,1,
2026-04-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0,1,1,1,1,1,1,
2026-05-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0.3,2.44,1.432,1.684,1.936,2.188,2.44,
2026-06-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0.652,4.129,1.939,2.486,3.034,3.581,4.129,
2026-07-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,1,5.8,2.44,3.28,4.12,4.96,5.8,
2026-08-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0.871,5.18,2.254,2.986,3.717,4.448,5.18,
2026-09-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0.489,3.347,1.704,2.115,2.525,2.936,3.347,
2026-10-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0.07,1.336,1.101,1.16,1.218,1.277,1.336,
2026-11-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0,1,1,1,1,1,1,
2026-12-15,holland_mi/freshwater_drum,holland_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.8,0,1,1,1,1,1,1,
2026-01-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.02,1.133,1.04,1.063,1.087,1.11,1.133,
2026-02-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.065,1.428,1.129,1.203,1.278,1.353,1.428,
2026-03-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.105,1.695,1.208,1.33,1.452,1.573,1.695,
2026-04-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.15,1.99,1.297,1.47,1.643,1.817,1.99,
2026-05-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.347,3.288,1.687,2.087,2.487,2.888,3.288,
2026-06-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.55,4.63,2.089,2.724,3.359,3.995,4.63,
2026-07-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.936,7.176,2.853,3.933,5.014,6.095,7.176,
2026-08-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.749,5.944,2.483,3.348,4.214,5.079,5.944,
2026-09-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.45,3.97,1.891,2.411,2.93,3.45,3.97,
2026-10-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.15,1.99,1.297,1.47,1.643,1.817,1.99,
2026-11-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0.016,1.106,1.032,1.051,1.069,1.088,1.106,
2026-12-15,holland_mi/yellow_perch,holland_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,7.6,0,1,1,1,1,1,1,
2026-01-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.549,2.185,1.356,1.563,1.77,1.978,2.185,
2026-02-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.767,2.657,1.497,1.787,2.077,2.367,2.657,
2026-03-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.965,3.084,1.625,1.99,2.354,2.719,3.084,
2026-04-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.505,2.09,1.327,1.518,1.709,1.899,2.09,
2026-05-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.11,1.237,1.071,1.113,1.154,1.195,1.237,
2026-06-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.029,1.063,1.019,1.03,1.041,1.052,1.063,
2026-07-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.092,1.199,1.06,1.095,1.129,1.164,1.199,
2026-08-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.157,1.34,1.102,1.161,1.221,1.28,1.34,
2026-09-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.222,1.48,1.144,1.228,1.312,1.396,1.48,
2026-10-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,late_fall_pier,4,0.333,2,1.3,1.475,1.65,1.825,2,
2026-11-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,late_fall_pier,4,0.903,3.71,1.813,2.287,2.761,3.235,3.71,
2026-12-15,holland_mi/lake_whitefish,holland_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,late_fall_pier,4,0.634,2.902,1.571,1.904,2.237,2.57,2.902,
2026-01-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-02-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-03-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-04-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-05-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-06-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-07-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-08-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,5.6,0.226,2.039,1.312,1.493,1.675,1.857,2.039,
2026-09-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,construction_closed,unavailable_access_closure,fall_harbor_staging,5.6,0.706,4.247,1.974,2.542,3.111,3.679,4.247,
2026-10-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,construction_closed,unavailable_access_closure,fall_harbor_staging,5.6,0.742,4.413,2.024,2.621,3.218,3.816,4.413,
2026-11-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,construction_closed,unavailable_access_closure,fall_harbor_staging,5.6,0.123,1.566,1.17,1.269,1.368,1.467,1.566,
2026-12-15,lexington_mi/chinook_salmon,lexington_mi,chinook_salmon,open,construction_closed,unavailable_access_closure,fall_harbor_staging,5.6,0,1,1,1,1,1,1,
2026-01-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0.041,1.239,1.072,1.113,1.155,1.197,1.239,
2026-02-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0.132,1.768,1.23,1.365,1.499,1.633,1.768,
2026-03-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0.298,2.726,1.518,1.82,2.122,2.424,2.726,
2026-04-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0.902,6.234,2.57,3.486,4.402,5.318,6.234,
2026-05-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0.429,3.486,1.746,2.181,2.616,3.051,3.486,
2026-06-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0,1,1,1,1,1,1,
2026-07-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0,1,1,1,1,1,1,
2026-08-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,6.8,0,1,1,1,1,1,1,
2026-09-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,construction_closed,unavailable_access_closure,fall_harbor,5.76,0.461,3.196,1.659,2.043,2.427,2.811,3.196,
2026-10-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,construction_closed,unavailable_access_closure,fall_harbor,5.76,1,5.76,2.428,3.261,4.094,4.927,5.76,
2026-11-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,construction_closed,unavailable_access_closure,fall_harbor,5.76,0.15,1.714,1.214,1.339,1.464,1.589,1.714,
2026-12-15,lexington_mi/coho_salmon,lexington_mi,coho_salmon,open,construction_closed,unavailable_access_closure,spring_harbor,6.8,0,1,1,1,1,1,1,
2026-01-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.359,3.803,1.841,2.331,2.822,3.312,3.803,
2026-02-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.491,4.827,2.148,2.818,3.488,4.158,4.827,
2026-03-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.665,6.183,2.555,3.462,4.369,5.276,6.183,
2026-04-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.918,8.162,3.149,4.402,5.655,6.909,8.162,
2026-05-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.867,7.76,3.028,4.211,5.394,6.577,7.76,
2026-06-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.154,2.2,1.36,1.57,1.78,1.99,2.2,
2026-07-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.041,1.319,1.096,1.151,1.207,1.263,1.319,
2026-08-15,lexington_mi/steelhead,lexington_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,8.8,0.092,1.714,1.214,1.339,1.464,1.589,1.714,
2026-09-15,lexington_mi/steelhead,lexington_mi,steelhead,open,construction_closed,unavailable_access_closure,fall_harbor,8.02,0.377,3.649,1.795,2.259,2.722,3.186,3.649,
2026-10-15,lexington_mi/steelhead,lexington_mi,steelhead,open,construction_closed,unavailable_access_closure,fall_harbor,8.02,0.908,7.377,2.913,4.029,5.145,6.261,7.377,
2026-11-15,lexington_mi/steelhead,lexington_mi,steelhead,open,construction_closed,unavailable_access_closure,fall_harbor,8.02,0.819,6.752,2.726,3.732,4.739,5.746,6.752,
2026-12-15,lexington_mi/steelhead,lexington_mi,steelhead,open,construction_closed,unavailable_access_closure,fall_harbor,8.02,0.472,4.315,1.994,2.575,3.155,3.735,4.315,
2026-01-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,5,0.497,2.99,1.597,1.945,2.293,2.642,2.99,
2026-02-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,5,0.603,3.41,1.723,2.145,2.567,2.988,3.41,
2026-03-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,5,0.748,3.992,1.898,2.421,2.945,3.468,3.992,
2026-04-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,5,0.965,4.86,2.158,2.833,3.509,4.184,4.86,
2026-05-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,5,0.494,2.976,1.593,1.939,2.285,2.63,2.976,
2026-06-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.6,0.105,1.379,1.114,1.18,1.246,1.313,1.379,
2026-07-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.6,0.061,1.219,1.066,1.104,1.142,1.181,1.219,
2026-08-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,5,0.111,1.444,1.133,1.211,1.288,1.366,1.444,
2026-09-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,construction_closed,unavailable_access_closure,fall_harbor,4.6,0.237,1.854,1.256,1.405,1.555,1.704,1.854,
2026-10-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,construction_closed,unavailable_access_closure,fall_harbor,4.6,0.783,3.82,1.846,2.34,2.833,3.326,3.82,
2026-11-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,construction_closed,unavailable_access_closure,fall_harbor,4.6,0.796,3.867,1.86,2.362,2.863,3.365,3.867,
2026-12-15,lexington_mi/brown_trout,lexington_mi,brown_trout,open,construction_closed,unavailable_access_closure,fall_harbor,4.6,0.505,2.819,1.546,1.864,2.182,2.501,2.819,
2026-01-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.397,2.51,1.453,1.717,1.982,2.246,2.51,
2026-02-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.503,2.91,1.573,1.907,2.241,2.575,2.91,
2026-03-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.676,3.569,1.771,2.22,2.67,3.119,3.569,
2026-04-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.955,4.629,2.089,2.724,3.359,3.994,4.629,
2026-05-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.464,2.764,1.529,1.838,2.147,2.456,2.764,
2026-06-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.048,1.183,1.055,1.087,1.119,1.151,1.183,
2026-07-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.041,1.155,1.047,1.074,1.101,1.128,1.155,
2026-08-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_harbor,4.8,0.092,1.348,1.104,1.165,1.226,1.287,1.348,
2026-09-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,construction_closed,unavailable_access_closure,spring_coldwater_harbor,4.8,0.142,1.54,1.162,1.257,1.351,1.446,1.54,
2026-10-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,construction_closed,unavailable_access_closure,spring_coldwater_harbor,4.8,0.191,1.726,1.218,1.345,1.472,1.599,1.726,
2026-11-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,construction_closed,unavailable_access_closure,spring_coldwater_harbor,4.8,0.242,1.919,1.276,1.437,1.597,1.758,1.919,
2026-12-15,lexington_mi/lake_trout,lexington_mi,lake_trout,open,construction_closed,unavailable_access_closure,spring_coldwater_harbor,4.8,0.311,2.182,1.355,1.561,1.768,1.975,2.182,
2026-01-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,0.023,1.112,1.034,1.053,1.073,1.092,1.112,
2026-02-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,0.075,1.36,1.108,1.171,1.234,1.297,1.36,
2026-03-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,0.122,1.584,1.175,1.277,1.38,1.482,1.584,
2026-04-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,0.234,2.123,1.337,1.534,1.73,1.927,2.123,
2026-05-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,0.414,2.987,1.596,1.944,2.292,2.639,2.987,
2026-06-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,0.6,3.88,1.864,2.368,2.872,3.376,3.88,
2026-07-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,0.797,4.824,2.147,2.817,3.486,4.155,4.824,
2026-08-15,lexington_mi/walleye,lexington_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,summer_low_light,5.8,1,5.8,2.44,3.28,4.12,4.96,5.8,
2026-09-15,lexington_mi/walleye,lexington_mi,walleye,open,construction_closed,unavailable_access_closure,summer_low_light,5.8,0.619,3.97,1.891,2.411,2.931,3.451,3.97,
2026-10-15,lexington_mi/walleye,lexington_mi,walleye,open,construction_closed,unavailable_access_closure,summer_low_light,5.8,0.25,2.2,1.36,1.57,1.78,1.99,2.2,
2026-11-15,lexington_mi/walleye,lexington_mi,walleye,open,construction_closed,unavailable_access_closure,summer_low_light,5.8,0,1,1,1,1,1,1,
