date,pair_key,city_id,species_id,legal_status,access_status,product_availability,winning_mode,fishery_strength,seasonal_availability,seasonal_potential,score_t0,score_t0_25,score_t0_5,score_t0_75,score_t1,user_facing_score
2026-05-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,1,4.3,1.99,2.567,3.145,3.722,4.3,
2026-06-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,0.66,3.177,1.653,2.034,2.415,2.796,3.177,
2026-07-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,0.461,2.52,1.456,1.722,1.988,2.254,2.52,
2026-08-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,0.322,2.064,1.319,1.505,1.691,1.878,2.064,
2026-09-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,0.23,1.76,1.228,1.361,1.494,1.627,1.76,
2026-10-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,0.15,1.495,1.148,1.235,1.322,1.408,1.495,
2026-11-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,0.122,1.402,1.121,1.191,1.261,1.332,1.402,
2026-12-15,south_haven_mi/walleye,south_haven_mi,walleye,open,published_access_subject_to_live_conditions,private_research_not_published,spring_low_light,4.3,0.095,1.312,1.094,1.148,1.203,1.257,1.312,
2026-01-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-02-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-03-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-04-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.108,1.452,1.136,1.215,1.294,1.373,1.452,
2026-05-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open_catch_and_immediate_release_only,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.363,2.526,1.458,1.725,1.992,2.259,2.526,
2026-06-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.757,4.178,1.953,2.509,3.065,3.622,4.178,
2026-07-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.97,5.074,2.222,2.935,3.648,4.361,5.074,
2026-08-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.883,4.707,2.112,2.761,3.409,4.058,4.707,
2026-09-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.743,4.119,1.936,2.481,3.027,3.573,4.119,
2026-10-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0.313,2.314,1.394,1.624,1.854,2.084,2.314,
2026-11-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-12-15,south_haven_mi/smallmouth_bass,south_haven_mi,smallmouth_bass,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,5.2,0,1,1,1,1,1,1,
2026-01-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0,1,1,1,1,1,1,
2026-02-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0,1,1,1,1,1,1,
2026-03-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0,1,1,1,1,1,1,
2026-04-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0,1,1,1,1,1,1,
2026-05-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0.3,2.65,1.495,1.784,2.072,2.361,2.65,
2026-06-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0.652,4.585,2.075,2.703,3.33,3.957,4.585,
2026-07-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,1,6.5,2.65,3.612,4.575,5.537,6.5,
2026-08-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0.871,5.79,2.437,3.275,4.113,4.951,5.79,
2026-09-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0.489,3.689,1.807,2.277,2.748,3.218,3.689,
2026-10-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0.07,1.385,1.115,1.183,1.25,1.318,1.385,
2026-11-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0,1,1,1,1,1,1,
2026-12-15,south_haven_mi/freshwater_drum,south_haven_mi,freshwater_drum,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_harbor,6.5,0,1,1,1,1,1,1,
2026-01-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.013,1.059,1.018,1.028,1.038,1.049,1.059,
2026-02-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.043,1.19,1.057,1.09,1.124,1.157,1.19,
2026-03-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.07,1.309,1.093,1.147,1.201,1.255,1.309,
2026-04-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.1,1.44,1.132,1.209,1.286,1.363,1.44,
2026-05-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.297,2.306,1.392,1.62,1.849,2.077,2.306,
2026-06-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.5,3.2,1.66,2.045,2.43,2.815,3.2,
2026-07-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.929,5.086,2.226,2.941,3.656,4.371,5.086,
2026-08-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0.819,4.606,2.082,2.713,3.344,3.975,4.606,
2026-09-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,fall_pier_schooling,4.61,0.906,4.272,1.981,2.554,3.127,3.699,4.272,
2026-10-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,fall_pier_schooling,4.61,0.344,2.241,1.372,1.589,1.807,2.024,2.241,
2026-11-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0,1,1,1,1,1,1,
2026-12-15,south_haven_mi/yellow_perch,south_haven_mi,yellow_perch,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier_schooling,5.4,0,1,1,1,1,1,1,
2026-01-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.549,2.185,1.356,1.563,1.77,1.978,2.185,
2026-02-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.767,2.657,1.497,1.787,2.077,2.367,2.657,
2026-03-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.965,3.084,1.625,1.99,2.354,2.719,3.084,
2026-04-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.505,2.09,1.327,1.518,1.709,1.899,2.09,
2026-05-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.11,1.237,1.071,1.113,1.154,1.195,1.237,
2026-06-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.029,1.063,1.019,1.03,1.041,1.052,1.063,
2026-07-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.092,1.199,1.06,1.095,1.129,1.164,1.199,
2026-08-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.157,1.34,1.102,1.161,1.221,1.28,1.34,
2026-09-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_coldwater_pier,3.16,0.222,1.48,1.144,1.228,1.312,1.396,1.48,
2026-10-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,late_fall_pier,4,0.333,2,1.3,1.475,1.65,1.825,2,
2026-11-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,late_fall_pier,4,0.903,3.71,1.813,2.287,2.761,3.235,3.71,
2026-12-15,south_haven_mi/lake_whitefish,south_haven_mi,lake_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,late_fall_pier,4,0.634,2.902,1.571,1.904,2.237,2.57,2.902,
2026-01-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.236,1.433,1.13,1.206,1.282,1.358,1.433,
2026-02-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.314,1.579,1.174,1.275,1.376,1.477,1.579,
2026-03-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.552,2.016,1.305,1.483,1.66,1.838,2.016,
2026-04-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,1,2.84,1.552,1.874,2.196,2.518,2.84,
2026-05-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0,1,1,1,1,1,1,
2026-06-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.025,1.045,1.014,1.022,1.029,1.037,1.045,
2026-07-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.048,1.089,1.027,1.042,1.058,1.073,1.089,
2026-08-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.073,1.134,1.04,1.064,1.087,1.111,1.134,
2026-09-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.098,1.18,1.054,1.085,1.117,1.148,1.18,
2026-10-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,fall_channel,3.7,0.857,3.314,1.694,2.099,2.504,2.909,3.314,
2026-11-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,fall_channel,3.7,0.455,2.228,1.368,1.583,1.798,2.013,2.228,
2026-12-15,south_haven_mi/round_whitefish,south_haven_mi,round_whitefish,open,published_access_subject_to_live_conditions,private_research_not_published,spring_channel,2.84,0.18,1.332,1.1,1.158,1.216,1.274,1.332,
2026-01-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0,1,1,1,1,1,1,
2026-02-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0,1,1,1,1,1,1,
2026-03-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0,1,1,1,1,1,1,
2026-04-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0,1,1,1,1,1,1,
2026-05-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0.257,2.08,1.324,1.513,1.702,1.891,2.08,
2026-06-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0.522,3.191,1.657,2.041,2.424,2.807,3.191,
2026-07-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0.777,4.265,1.979,2.551,3.122,3.694,4.265,
2026-08-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0.971,5.078,2.223,2.937,3.651,4.364,5.078,
2026-09-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0.748,4.143,1.943,2.493,3.043,3.593,4.143,
2026-10-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0.283,2.19,1.357,1.565,1.773,1.982,2.19,
2026-11-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0,1,1,1,1,1,1,
2026-12-15,south_haven_mi/channel_catfish,south_haven_mi,channel_catfish,open,published_access_subject_to_live_conditions,private_research_not_published,warm_season_channel,5.2,0,1,1,1,1,1,1,
2026-01-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,4.8,0.263,1.998,1.299,1.474,1.649,1.824,1.998,
2026-02-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,4.8,0.357,2.358,1.407,1.645,1.883,2.12,2.358,
2026-03-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,4.8,0.538,3.043,1.613,1.971,2.328,2.686,3.043,
2026-04-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,4.8,0.843,4.202,1.961,2.521,3.081,3.642,4.202,
2026-05-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,4.8,0.86,4.268,1.98,2.552,3.124,3.696,4.268,
2026-06-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,spring_harbor,4.8,0.55,3.09,1.627,1.993,2.358,2.724,3.09,
2026-07-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.5,0.338,2.184,1.355,1.562,1.77,1.977,2.184,
2026-08-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.5,0.644,3.256,1.677,2.071,2.466,2.861,3.256,
2026-09-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.5,0.951,4.327,1.998,2.58,3.163,3.745,4.327,
2026-10-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.5,0.754,3.641,1.792,2.254,2.716,3.179,3.641,
2026-11-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.5,0.45,2.575,1.472,1.748,2.024,2.299,2.575,
2026-12-15,south_haven_mi/northern_pike,south_haven_mi,northern_pike,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,4.5,0.287,2.004,1.301,1.477,1.653,1.829,2.004,
2026-01-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0,1,1,1,1,1,1,
2026-02-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0,1,1,1,1,1,1,
2026-03-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0,1,1,1,1,1,1,
2026-04-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0.554,3.07,1.621,1.983,2.346,2.708,3.07,
2026-05-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0.902,4.375,2.013,2.603,3.194,3.784,4.375,
2026-06-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0.298,2.113,1.334,1.529,1.723,1.918,2.113,
2026-07-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0,1,1,1,1,1,1,
2026-08-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,7.8,0.4,3.72,1.816,2.292,2.768,3.244,3.72,
2026-09-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,7.8,0.87,6.916,2.775,3.81,4.845,5.881,6.916,
2026-10-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_staging,7.8,0.22,2.499,1.45,1.712,1.974,2.236,2.499,
2026-11-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0,1,1,1,1,1,1,
2026-12-15,holland_mi/chinook_salmon,holland_mi,chinook_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore_transient,4.74,0,1,1,1,1,1,1,
2026-01-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0.192,2.149,1.345,1.546,1.747,1.948,2.149,
2026-02-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0.35,3.1,1.63,1.997,2.365,2.732,3.1,
2026-03-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0.658,4.951,2.185,2.877,3.568,4.259,4.951,
2026-04-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,1,7,2.8,3.85,4.9,5.95,7,
2026-05-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0.625,4.75,2.125,2.781,3.437,4.094,4.75,
2026-06-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0.177,2.062,1.318,1.504,1.69,1.876,2.062,
2026-07-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0,1,1,1,1,1,1,
2026-08-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0,1,1,1,1,1,1,
2026-09-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_return,5.32,0.474,3.046,1.614,1.972,2.33,2.688,3.046,
2026-10-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_return,5.32,1,5.32,2.296,3.052,3.808,4.564,5.32,
2026-11-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor_return,5.32,0.268,2.158,1.347,1.55,1.753,1.955,2.158,
2026-12-15,holland_mi/coho_salmon,holland_mi,coho_salmon,open,published_access_subject_to_live_conditions,private_research_not_published,spring_nearshore,7,0.056,1.336,1.101,1.16,1.218,1.277,1.336,
2026-01-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_pier,5.91,0.362,2.776,1.533,1.844,2.155,2.465,2.776,
2026-02-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_pier,5.91,0.499,3.448,1.734,2.163,2.591,3.019,3.448,
2026-03-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_pier,5.91,0.649,4.186,1.956,2.513,3.071,3.628,4.186,
2026-04-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_pier,5.91,0.951,5.67,2.401,3.218,4.036,4.853,5.67,
2026-05-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,spring_pier,5.91,0.494,3.426,1.728,2.152,2.577,3.001,3.426,
2026-06-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier,7.3,0.419,3.642,1.793,2.255,2.717,3.18,3.642,
2026-07-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier,7.3,0.917,6.775,2.732,3.743,4.754,5.764,6.775,
2026-08-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,summer_pier,7.3,0.494,4.115,1.934,2.48,3.025,3.57,4.115,
2026-09-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,6.17,0.339,2.751,1.525,1.832,2.138,2.445,2.751,
2026-10-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,6.17,0.9,5.653,2.396,3.21,4.024,4.839,5.653,
2026-11-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,6.17,0.603,4.116,1.935,2.48,3.026,3.571,4.116,
2026-12-15,holland_mi/steelhead,holland_mi,steelhead,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,6.17,0.311,2.608,1.483,1.764,2.045,2.327,2.608,
2026-01-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.47,3.913,1.874,2.383,2.893,3.403,3.913,
2026-02-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.58,4.596,2.079,2.708,3.337,3.967,4.596,
2026-03-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.798,5.946,2.484,3.349,4.215,5.081,5.946,
2026-04-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.944,6.856,2.757,3.781,4.806,5.831,6.856,
2026-05-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.611,4.789,2.137,2.8,3.463,4.126,4.789,
2026-06-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.195,2.21,1.363,1.575,1.786,1.998,2.21,
2026-07-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,5.46,0.061,1.271,1.081,1.129,1.176,1.224,1.271,
2026-08-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.095,1.589,1.177,1.28,1.383,1.486,1.589,
2026-09-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,winter_spring_nearshore,7.2,0.177,2.096,1.329,1.521,1.713,1.904,2.096,
2026-10-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,5.46,0.61,3.721,1.816,2.292,2.768,3.244,3.721,
2026-11-15,holland_mi/brown_trout,holland_mi,brown_trout,open,published_access_subject_to_live_conditions,private_research_not_published,fall_harbor,5.46,0.936,5.176,2.253,2.983,3.714,4.445,5.176,
